Student_ID,Hours_Studied,Previous_Scores,Extracurricular_Activities,Sleep_Hours,Sample_Question_Practiced,Gender,Performance_Index
771,5,43,Yes,7,9,Female,29
772,6,95,Yes,4,9,Male,84
773,6,68,No,5,7,Female,60
774,4,98,No,7,2,Male,78
775,3,64,Yes,4,7,Female,46
776,4,48,No,9,4,Male,31
777,1,95,No,5,1,Male,68
778,4,42,Yes,6,8,Female,25
779,1,65,No,6,3,Female,37
780,1,87,Yes,8,6,Female,62
781,6,82,No,6,7,Male,69
782,5,66,Yes,8,6,Female,50
783,4,75,No,6,5,Female,55
784,3,71,Yes,6,6,Female,54
785,1,40,No,6,3,Male,12
786,6,96,No,8,9,Female,88
787,2,92,No,9,0,Female,69
788,8,93,No,8,4,Male,88
789,5,55,No,7,7,Female,41
790,7,90,Yes,4,9,Female,83
791,2,87,Yes,4,5,Female,62
792,8,50,Yes,9,4,Female,45
793,2,65,No,4,1,Female,42
794,4,79,Yes,6,9,Male,65
795,1,94,No,9,4,Male,73
796,5,40,No,4,9,Male,23
797,9,65,Yes,8,2,Female,61
798,1,67,Yes,7,1,Male,41
799,9,92,No,5,2,Female,85
800,8,97,No,7,3,Male,93
801,6,48,Yes,4,1,Male,35
802,7,99,Yes,9,3,Female,92
803,3,98,No,4,3,Male,79
804,1,83,No,8,5,Female,57
805,5,61,Yes,7,4,Male,49
806,2,47,No,8,6,Female,28
807,5,97,No,8,6,Male,85
808,8,88,Yes,5,2,Female,82
809,9,81,Yes,8,8,Female,80
810,2,66,No,8,6,Female,41
811,3,78,No,5,6,Female,57
812,3,58,Yes,6,1,Male,41
813,1,64,No,6,9,Male,43
814,8,77,Yes,9,2,Male,73
815,6,60,No,5,2,Male,46
816,8,63,Yes,9,5,Male,61
817,9,63,No,9,3,Male,61
818,5,99,No,8,3,Male,87
819,3,99,No,9,0,Male,78
820,5,58,Yes,4,5,Male,43
821,5,89,Yes,7,7,Female,75
822,5,86,Yes,4,7,Female,72
823,3,41,No,4,7,Female,18
824,4,53,No,8,4,Male,36
825,9,92,Yes,7,9,Male,92
826,9,71,Yes,9,5,Female,71
827,2,81,No,7,4,Male,58
828,8,71,No,9,3,Male,69
829,8,67,No,6,3,Male,58
830,7,87,No,5,3,Female,74
831,8,78,Yes,8,3,Female,72
832,3,79,Yes,9,5,Female,61
833,6,81,No,9,5,Female,74
834,1,86,No,7,4,Female,60
835,7,79,No,8,8,Male,70
836,1,52,Yes,9,7,Female,27
837,9,51,Yes,6,9,Male,49
838,1,47,No,4,5,Male,17
839,1,54,No,9,8,Female,34
840,7,65,No,7,4,Male,51
841,2,51,No,6,9,Female,27
842,5,82,No,8,3,Female,67
843,8,90,No,9,5,Female,84
844,8,85,Yes,6,3,Female,81
845,3,66,Yes,6,7,Male,45
846,7,57,Yes,6,6,Female,50
847,3,84,No,6,4,Female,67
848,6,75,No,6,9,Female,67
849,6,88,No,6,5,Male,77
850,3,90,Yes,5,6,Female,70
851,7,66,No,8,1,Female,59
852,3,48,Yes,4,8,Male,27
853,8,94,No,8,6,Female,88
854,4,78,No,7,7,Female,60
855,1,40,No,7,4,Male,14
856,4,46,Yes,8,2,Male,27
857,7,65,Yes,6,1,Male,54
858,4,46,Yes,5,1,Male,32
859,6,91,No,4,2,Female,79
860,9,46,Yes,9,0,Female,44
861,1,47,No,9,0,Male,20
862,5,55,No,6,6,Female,42
863,7,42,Yes,8,9,Female,33
864,1,84,Yes,9,7,Female,58
865,4,49,No,8,5,Male,31
866,6,89,No,5,6,Male,75
867,2,46,No,5,0,Male,22
868,5,60,No,8,0,Male,46
869,1,92,Yes,6,8,Female,68
870,6,76,Yes,6,4,Female,66
871,6,70,Yes,6,6,Female,60
872,4,62,No,9,5,Male,44
873,8,96,No,4,3,Male,90
874,4,66,No,4,0,Female,47
875,8,95,Yes,6,3,Male,88
876,8,61,No,8,9,Female,56
877,5,78,No,5,9,Male,66
878,4,96,Yes,7,7,Female,78
879,2,66,Yes,5,0,Female,43
880,3,93,No,5,1,Female,72
881,3,88,Yes,7,7,Female,69
882,4,43,No,6,1,Male,24
883,4,63,Yes,5,9,Male,47
884,5,62,No,7,8,Female,45
885,4,87,Yes,9,2,Female,72
886,8,58,Yes,8,2,Female,51
887,6,81,Yes,8,5,Female,73
888,6,42,Yes,8,2,Female,28
889,8,66,No,6,8,Male,56
890,7,42,No,5,7,Male,29
891,8,67,Yes,5,3,Male,60
892,2,56,No,4,5,Female,28
893,9,70,Yes,8,7,Female,66
894,1,49,Yes,6,3,Male,21
895,8,88,No,7,4,Male,84
896,4,61,No,6,6,Male,42
897,4,69,No,5,7,Male,51
898,5,88,No,8,6,Male,74
899,8,60,No,4,7,Female,50
900,5,75,No,9,3,Male,62
901,8,92,No,6,0,Female,90
902,1,62,Yes,4,5,Female,32
903,9,77,No,5,4,Male,71
904,6,51,Yes,7,3,Male,37
905,3,64,No,6,1,Female,42
906,8,93,No,9,0,Female,85
907,9,96,Yes,5,8,Female,96
908,6,59,Yes,8,1,Male,51
909,7,88,Yes,6,8,Male,82
910,1,88,Yes,4,5,Female,64
911,5,81,No,6,5,Male,67
912,5,46,No,5,1,Female,32
913,4,68,Yes,5,5,Female,50
914,6,87,Yes,4,2,Male,73
915,7,68,No,9,6,Male,62
916,9,52,No,5,9,Male,48
917,1,42,Yes,6,3,Female,20
918,6,41,No,9,8,Female,33
919,7,55,No,4,4,Female,43
920,3,69,Yes,5,9,Male,49
921,8,77,Yes,5,2,Female,70
922,5,45,Yes,6,0,Female,28
923,9,84,Yes,5,0,Male,82
924,5,46,No,6,3,Male,29
925,9,44,Yes,8,9,Female,42
926,4,95,No,9,9,Female,79
927,9,46,No,6,3,Male,41
928,5,73,No,7,8,Female,61
929,9,71,No,5,7,Male,69
930,3,88,Yes,8,3,Female,68
931,4,52,No,9,5,Female,38
932,9,69,Yes,4,6,Female,67
933,6,64,No,7,9,Male,54
934,2,60,Yes,4,7,Male,39
935,7,99,No,7,3,Male,93
936,2,98,No,8,0,Male,76
937,2,60,Yes,9,4,Male,39
938,1,67,Yes,8,0,Female,38
939,3,87,Yes,8,3,Male,69
940,6,97,Yes,7,6,Male,88
941,8,59,No,6,6,Male,54
942,9,73,No,9,0,Male,68
943,7,44,No,4,8,Female,33
944,4,57,No,6,1,Female,40
945,6,99,No,6,4,Female,87
946,5,78,Yes,5,5,Female,64
947,8,82,Yes,4,0,Female,70
948,1,96,No,7,1,Male,70
949,1,96,Yes,5,6,Female,72
950,6,50,No,5,5,Female,38
951,2,93,No,8,5,Male,71
952,5,56,Yes,7,5,Male,40
953,1,87,No,6,6,Female,58
954,7,84,Yes,9,9,Female,77
955,1,61,No,6,8,Male,38
956,4,76,Yes,6,8,Female,60
957,9,59,No,8,1,Female,57
958,1,87,No,6,1,Male,63
959,4,99,Yes,4,4,Male,82
960,6,93,No,6,9,Female,84
961,6,93,No,6,6,Male,84
962,8,87,Yes,4,2,Male,77
963,1,87,Yes,8,2,Male,61
964,7,85,Yes,5,3,Female,73
965,1,45,No,7,2,Male,15
966,7,73,Yes,8,2,Female,64
967,3,53,Yes,6,7,Female,33
968,8,87,Yes,5,6,Male,78
969,3,62,No,7,6,Female,43
970,1,59,Yes,7,9,Female,34
971,8,52,No,7,1,Male,48
972,3,86,No,4,8,Male,66
973,2,83,Yes,4,5,Male,60
974,1,80,No,5,2,Male,53
975,3,71,No,6,8,Female,51
976,2,65,No,5,8,Female,43
977,2,89,No,6,5,Male,68
978,6,92,No,8,9,Male,80
979,1,53,Yes,7,5,Female,26
980,2,91,Yes,7,7,Male,70
981,6,96,Yes,4,7,Female,85
982,3,75,No,8,5,Male,57
983,4,47,Yes,9,6,Male,30
984,1,79,No,8,3,Female,56
985,8,61,No,6,0,Female,53
986,7,61,No,8,3,Female,52
987,7,55,No,4,7,Male,47
988,3,66,Yes,6,7,Female,48
989,3,95,No,5,1,Male,78
990,2,99,Yes,6,6,Male,79
991,1,99,Yes,5,0,Male,75
992,7,49,No,9,1,Male,40
993,7,64,Yes,6,7,Male,59
994,2,70,Yes,7,9,Male,49
995,7,60,Yes,9,3,Male,48
996,8,66,No,5,2,Male,60
997,1,56,No,4,1,Male,29
998,9,72,No,9,5,Male,68
999,7,70,Yes,9,3,Female,63
1000,3,89,Yes,9,2,Female,71
1001,8,81,No,5,2,Male,76
1002,7,65,No,5,9,Male,57
1003,8,60,Yes,6,2,Male,54
1004,6,75,No,7,7,Male,61
1005,9,40,No,9,8,Female,34
1006,5,43,Yes,6,8,Female,32
1007,3,43,Yes,6,4,Female,23
1008,3,65,No,7,0,Female,44
1009,1,43,No,6,9,Male,18
1010,8,88,No,7,4,Male,82
1011,2,48,No,4,0,Male,18
1012,3,69,Yes,7,8,Female,52
1013,8,90,No,8,9,Female,88
1014,8,84,No,7,7,Male,78
1015,4,43,Yes,7,6,Male,26
1016,4,44,Yes,8,1,Female,26
1017,5,84,Yes,7,1,Female,74
1018,6,62,Yes,5,3,Male,52
1019,5,55,Yes,6,8,Male,40
1020,7,61,Yes,6,8,Female,54
1021,2,76,Yes,4,7,Female,51
1022,7,47,No,4,4,Male,35
1023,7,87,No,8,6,Male,79
1024,1,72,Yes,5,8,Male,45
1025,7,94,No,4,2,Male,81
1026,5,99,No,6,3,Female,87
1027,3,77,Yes,4,1,Female,56
1028,3,82,Yes,4,8,Female,65
1029,4,55,Yes,7,6,Female,38
1030,2,44,Yes,4,5,Female,17
1031,2,55,Yes,8,4,Female,35
1032,1,46,No,6,6,Female,20
1033,5,90,No,8,2,Male,75
1034,4,40,Yes,8,4,Female,26
1035,2,48,Yes,9,1,Female,23
1036,3,57,No,5,4,Female,38
1037,7,84,No,9,6,Female,78
1038,7,97,No,9,9,Male,91
1039,4,86,Yes,7,6,Male,67
1040,5,42,Yes,8,8,Male,31
1041,5,63,No,5,2,Male,49
1042,6,67,Yes,6,7,Female,57
1043,9,49,No,6,4,Female,45
1044,2,48,Yes,5,6,Male,22
1045,5,52,Yes,8,0,Female,35
1046,3,87,No,8,0,Male,65
1047,4,74,No,7,3,Female,53
1048,6,93,Yes,7,4,Female,79
1049,8,62,No,9,9,Female,57
1050,1,86,Yes,6,2,Male,58
1051,8,56,No,7,5,Male,50
1052,7,85,No,5,2,Female,75
1053,1,46,Yes,6,4,Female,17
1054,2,91,Yes,8,0,Male,70
1055,3,55,Yes,6,2,Male,36
1056,1,92,No,4,6,Male,61
1057,9,79,No,6,2,Female,78
1058,8,75,Yes,7,4,Female,71
1059,2,59,No,5,6,Male,36
1060,9,63,Yes,8,1,Male,63
1061,7,86,Yes,8,2,Female,78
1062,9,44,Yes,7,3,Male,39
1063,6,84,Yes,7,4,Female,70
1064,6,45,Yes,7,8,Male,34
1065,4,67,No,4,8,Male,49
1066,2,98,No,5,3,Male,71
1067,7,44,Yes,4,8,Female,34
1068,5,88,No,7,3,Male,77
1069,6,78,Yes,5,1,Female,67
1070,2,77,No,7,9,Male,52
1071,5,41,No,5,0,Female,25
1072,4,82,Yes,8,6,Female,68
1073,9,78,No,4,3,Female,76
1074,6,93,Yes,9,7,Female,85
1075,2,60,No,7,7,Female,40
1076,1,79,Yes,7,7,Male,56
1077,5,76,Yes,6,5,Male,62
1078,9,98,Yes,9,8,Female,99
1079,6,57,Yes,8,3,Female,46
1080,7,93,Yes,7,4,Female,86
1081,5,87,Yes,4,3,Male,73
1082,6,85,No,8,4,Male,74
1083,5,51,Yes,7,1,Female,37
1084,9,56,No,4,4,Female,50
1085,6,76,Yes,6,9,Female,65
1086,8,85,No,6,7,Male,79
1087,2,77,Yes,4,8,Female,53
1088,9,54,Yes,8,6,Female,55
1089,5,46,No,4,6,Male,31
1090,7,53,Yes,9,5,Female,47
1091,1,89,Yes,4,1,Female,63
1092,5,40,Yes,6,9,Female,27
1093,2,77,Yes,6,9,Female,53
1094,6,42,No,6,8,Male,33
1095,1,76,Yes,9,4,Female,56
1096,3,83,No,7,5,Female,65
1097,5,70,Yes,9,0,Female,55
1098,4,82,Yes,7,4,Male,67
1099,3,52,Yes,9,5,Female,32
1100,5,87,Yes,5,9,Male,73
1101,8,57,No,7,1,Female,45
1102,4,56,Yes,8,6,Female,43
1103,1,56,Yes,8,3,Female,32
1104,7,50,Yes,6,4,Female,42
1105,8,59,No,9,2,Female,55
1106,3,49,No,4,4,Female,28
1107,6,68,No,6,3,Female,58
1108,2,87,No,4,9,Male,67
1109,7,73,Yes,9,5,Female,66
1110,8,56,Yes,6,1,Male,46
1111,6,93,No,6,2,Male,79
1112,6,91,Yes,8,9,Male,83
1113,5,81,Yes,4,0,Male,63
1114,8,52,No,5,6,Male,45
1115,1,83,Yes,5,8,Female,63
1116,4,86,No,6,1,Male,70
1117,4,78,No,9,6,Female,58
1118,3,66,No,6,2,Female,50
1119,3,93,No,8,4,Female,77
1120,4,92,No,4,5,Male,75
1121,1,65,No,6,7,Female,40
1122,2,67,Yes,9,3,Female,43
1123,9,52,Yes,5,1,Male,47
1124,2,51,Yes,4,2,Female,22
1125,5,83,No,6,7,Male,71
1126,9,67,No,4,6,Male,63
1127,9,41,No,8,5,Male,37
1128,8,76,Yes,5,4,Male,72
1129,1,96,Yes,9,4,Female,73
1130,1,96,No,4,0,Female,72
1131,9,73,No,5,5,Male,68
1132,8,62,No,6,8,Male,59
1133,9,97,No,9,7,Female,97
1134,7,91,No,9,9,Female,83
1135,3,84,Yes,7,0,Male,65
1136,3,68,No,4,5,Male,47
1137,2,74,No,5,2,Female,51
1138,5,50,No,4,5,Female,32
1139,3,87,No,6,8,Male,63
1140,6,72,Yes,6,5,Male,60
1141,2,90,No,9,7,Male,70
1142,3,50,No,9,5,Female,32
1143,5,48,No,5,5,Female,32
1144,1,53,Yes,8,6,Female,29
1145,1,48,No,4,9,Male,21
1146,9,78,Yes,4,3,Male,74
1147,7,87,No,6,7,Male,81
1148,1,42,No,4,3,Female,11
1149,8,68,No,5,6,Female,65
1150,3,58,No,7,0,Male,37
1151,8,75,No,9,8,Female,75
1152,5,71,No,6,9,Female,61
1153,1,46,No,9,8,Female,17
1154,7,94,No,9,6,Male,87
1155,5,67,No,9,7,Female,52
1156,6,83,Yes,7,1,Male,71
1157,6,57,Yes,4,9,Female,46
1158,8,99,Yes,8,9,Male,99
1159,9,44,Yes,9,6,Female,40
1160,2,62,No,5,0,Female,42
1161,9,94,No,9,2,Male,91
1162,9,61,Yes,9,5,Male,57
1163,7,65,Yes,4,4,Female,58
1164,1,81,Yes,5,4,Male,55
1165,7,51,Yes,4,8,Female,46
1166,5,79,No,9,5,Female,64
1167,6,58,Yes,4,2,Female,45
1168,7,86,No,4,1,Female,78
1169,5,40,No,6,8,Female,24
1170,7,42,No,7,9,Male,36
1171,9,66,Yes,8,3,Male,65
1172,3,57,Yes,7,4,Female,35
1173,8,89,No,7,8,Male,87
1174,2,69,Yes,5,4,Male,45
1175,7,41,Yes,6,6,Female,35
1176,2,44,No,6,1,Male,18
1177,4,68,No,4,1,Male,46
1178,7,72,Yes,7,3,Male,63
1179,3,81,No,8,7,Male,62
1180,2,59,Yes,5,1,Female,35
1181,7,69,Yes,6,9,Male,63
1182,1,81,No,4,6,Female,58
1183,8,44,No,8,0,Male,37
1184,3,89,Yes,7,8,Female,74
1185,2,60,No,8,9,Male,40
1186,3,97,Yes,6,5,Male,78
1187,5,54,No,5,0,Male,38
1188,8,59,Yes,7,9,Female,55
1189,7,47,No,5,5,Male,39
1190,7,88,Yes,9,4,Female,84
1191,7,70,Yes,8,4,Female,60
1192,8,51,No,8,4,Male,47
1193,1,60,Yes,4,3,Male,34
1194,4,69,Yes,7,6,Female,54
1195,6,66,Yes,8,8,Female,56
1196,9,83,Yes,6,3,Female,82
1197,2,65,Yes,9,1,Male,45
1198,1,72,No,6,1,Female,45
1199,2,65,Yes,5,1,Male,43
1200,7,65,Yes,9,6,Female,57
1201,3,75,Yes,9,3,Female,56
1202,2,79,No,6,3,Male,56
1203,7,40,No,8,0,Female,30
1204,2,98,Yes,6,3,Female,75
1205,3,54,Yes,7,5,Female,33
1206,7,89,No,5,1,Female,80
1207,4,40,No,9,3,Male,27
1208,1,50,Yes,7,6,Female,26
1209,5,94,No,8,8,Male,81
1210,9,41,Yes,8,1,Female,41
1211,8,40,Yes,6,7,Female,34
1212,9,70,Yes,4,5,Female,68
1213,9,83,No,9,7,Female,83
1214,7,55,Yes,9,1,Female,44
1215,4,93,Yes,4,0,Female,75
1216,5,61,No,8,6,Male,52
1217,1,81,Yes,8,8,Male,56
1218,1,57,Yes,9,8,Female,37
1219,3,86,Yes,5,1,Male,67
1220,8,56,No,9,3,Male,50
1221,2,69,No,8,0,Female,46
1222,4,49,Yes,8,6,Male,31
1223,2,74,No,5,1,Female,51
1224,5,97,Yes,7,3,Male,82
1225,9,60,Yes,7,1,Female,58
1226,1,55,No,5,0,Male,31
1227,5,45,No,5,6,Female,29
1228,9,42,Yes,7,5,Male,40
1229,1,80,No,7,1,Female,51
1230,9,82,No,7,3,Female,79
1231,8,60,No,7,2,Male,52
1232,4,52,Yes,9,2,Male,36
1233,5,57,Yes,9,2,Female,43
1234,5,97,No,6,3,Male,81
1235,6,93,Yes,5,0,Female,81
1236,7,99,Yes,4,0,Male,84
1237,8,63,No,6,6,Female,55
1238,8,66,Yes,4,4,Female,64
1239,2,93,No,4,2,Male,68
1240,9,43,Yes,8,8,Female,41
1241,7,61,Yes,5,4,Male,53
1242,4,63,No,9,9,Female,50
1243,4,79,Yes,6,2,Male,65
1244,8,84,No,5,8,Male,78
1245,4,49,Yes,7,0,Female,31
1246,6,41,Yes,5,8,Male,30
1247,5,79,Yes,4,4,Male,64
1248,3,45,No,9,5,Female,26
1249,2,87,Yes,7,1,Male,66
1250,9,57,Yes,5,7,Female,55
1251,9,56,No,5,2,Male,52
1252,1,77,No,9,0,Female,57
1253,3,84,Yes,4,6,Female,68
1254,8,62,No,7,2,Female,57
1255,6,85,No,4,3,Male,75
1256,5,69,No,9,4,Male,54
1257,5,97,No,5,0,Female,82
1258,6,60,Yes,6,8,Male,51
1259,7,49,No,6,6,Male,43
1260,1,95,Yes,8,1,Female,68
1261,9,82,Yes,6,0,Male,77
1262,3,52,Yes,9,1,Male,33
1263,4,51,No,9,2,Male,37
1264,1,48,No,9,2,Male,23
1265,3,43,Yes,7,7,Female,26
1266,2,78,Yes,8,4,Female,56
1267,2,63,No,7,8,Male,42
1268,1,93,No,6,2,Male,65
1269,8,73,Yes,6,5,Female,66
1270,3,78,No,5,3,Female,57
1271,3,80,No,7,7,Male,59
1272,6,44,Yes,4,0,Female,28
1273,8,54,No,5,3,Male,46
1274,9,89,No,7,6,Female,84
1275,9,43,Yes,9,8,Female,42
1276,4,90,No,8,0,Male,73
1277,5,91,Yes,7,7,Male,77
1278,2,97,No,8,1,Male,74
1279,9,78,Yes,8,3,Male,75
1280,8,97,No,6,3,Female,94
1281,3,47,Yes,4,7,Male,27
1282,9,88,No,7,1,Male,89
1283,3,84,No,4,6,Female,62
1284,9,63,No,8,2,Male,59
1285,2,92,Yes,6,8,Female,73
1286,9,67,No,4,4,Male,57
1287,8,94,Yes,5,7,Female,90
1288,9,82,No,8,4,Male,80
1289,5,66,No,5,0,Male,50
1290,2,40,No,9,8,Female,18
1291,8,73,No,4,9,Male,68
1292,6,56,No,4,6,Female,39
1293,8,76,No,4,3,Male,67
1294,5,77,Yes,9,6,Male,69
1295,2,65,Yes,7,4,Female,43
1296,6,96,No,8,9,Female,84
1297,5,63,No,8,8,Female,50
1298,5,78,No,8,1,Female,65
1299,1,99,No,7,3,Male,74
1300,2,60,No,4,5,Female,35
1301,8,69,Yes,4,4,Male,61
1302,3,86,No,9,0,Female,64
1303,3,90,No,5,8,Male,66
1304,8,87,Yes,7,8,Female,81
1305,8,96,Yes,6,2,Male,93
1306,2,52,Yes,7,3,Female,28
1307,8,76,No,9,3,Male,71
1308,1,42,No,5,9,Female,13
1309,6,71,No,5,7,Male,59
1310,8,74,No,5,5,Female,67
1311,3,58,No,4,1,Male,35
1312,8,53,Yes,6,3,Female,46
1313,1,87,No,5,0,Female,59
1314,9,61,No,8,2,Male,57
1315,9,56,No,4,3,Female,51
1316,5,98,Yes,6,7,Male,80
1317,4,43,No,8,2,Male,22
1318,6,84,No,6,4,Female,71
1319,7,79,No,9,0,Male,73
1320,5,58,No,6,3,Female,40
1321,9,76,Yes,8,1,Male,75
1322,3,41,Yes,7,3,Female,24
1323,7,54,Yes,6,4,Female,45
1324,5,41,No,7,2,Female,25
1325,7,50,Yes,6,5,Male,42
1326,2,84,Yes,9,1,Male,63
1327,4,62,No,8,4,Male,44
1328,2,49,No,6,3,Female,26
1329,7,42,Yes,5,4,Male,31
1330,2,44,Yes,9,8,Male,26
1331,1,42,Yes,5,5,Female,15
1332,9,77,Yes,9,6,Male,77
1333,1,52,No,9,7,Male,31
1334,8,81,No,6,8,Female,75
1335,2,58,Yes,8,4,Female,34
1336,8,79,Yes,8,7,Female,74
1337,3,89,Yes,4,1,Female,68
1338,6,74,No,8,9,Female,64
1339,3,63,No,7,8,Female,43
1340,7,63,No,6,1,Male,54
1341,9,56,Yes,5,4,Male,53
1342,2,79,No,8,5,Male,56
1343,5,49,Yes,5,3,Female,34
1344,6,41,Yes,4,7,Female,27
1345,4,83,No,6,9,Male,66
1346,4,62,Yes,8,2,Female,41
1347,4,45,No,5,4,Male,25
1348,2,41,No,9,1,Male,20
1349,4,60,Yes,8,2,Female,45
1350,1,94,Yes,4,7,Male,70
1351,6,95,No,9,4,Male,86
1352,1,74,No,5,2,Male,46
1353,6,88,No,5,4,Male,73
1354,1,68,No,6,8,Male,42
1355,6,46,No,6,2,Male,27
1356,8,68,No,5,9,Female,64
1357,2,92,No,9,6,Female,71
1358,2,76,Yes,6,7,Male,56
1359,4,62,No,5,4,Male,43
1360,3,72,Yes,9,2,Female,50
1361,4,47,Yes,7,5,Female,31
1362,7,51,No,8,2,Female,42
1363,1,85,No,7,8,Male,60
1364,6,87,No,7,1,Male,76
1365,3,49,No,8,2,Male,28
1366,7,54,No,5,6,Female,45
1367,2,92,Yes,5,9,Male,71
1368,2,63,Yes,6,7,Female,44
1369,4,65,No,4,4,Female,48
1370,1,86,No,5,4,Male,57
1371,3,81,No,8,4,Female,61
1372,9,92,No,4,3,Male,86
1373,7,99,Yes,8,8,Male,95
1374,7,78,Yes,8,5,Female,70
1375,4,97,Yes,8,7,Female,81
1376,2,42,No,4,7,Male,18
1377,4,41,No,7,4,Female,24
1378,6,45,No,9,8,Female,32
1379,3,60,Yes,8,1,Male,40
1380,1,48,Yes,6,7,Female,25
1381,8,49,Yes,5,2,Male,41
1382,5,75,No,9,6,Male,66
1383,5,98,Yes,5,8,Male,83
1384,4,42,No,5,4,Male,22
1385,6,80,Yes,4,7,Male,70
1386,3,63,No,6,3,Male,42
1387,9,61,No,6,0,Male,56
1388,5,88,No,9,0,Female,72
1389,3,53,No,6,5,Female,31
1390,1,81,Yes,6,7,Female,60
1391,6,84,Yes,6,9,Female,74
1392,2,83,Yes,9,1,Female,62
1393,3,66,No,7,3,Male,44
1394,1,72,Yes,6,2,Female,46
1395,9,99,No,6,8,Female,96
1396,8,61,Yes,4,2,Female,51
1397,2,68,Yes,4,7,Male,43
1398,8,58,No,6,6,Male,51
1399,9,58,No,7,0,Male,58
1400,1,45,No,6,7,Male,23
1401,5,84,Yes,6,8,Female,67
1402,8,58,No,6,7,Male,50
1403,2,52,Yes,8,9,Male,31
1404,4,98,Yes,7,9,Male,83
1405,7,65,Yes,5,0,Male,55
1406,3,61,No,6,6,Male,44
1407,5,60,Yes,5,8,Male,45
1408,8,75,No,7,4,Male,73
1409,3,95,No,6,1,Female,76
1410,4,41,Yes,5,7,Male,23
1411,9,86,Yes,9,8,Female,84
1412,7,83,Yes,5,6,Female,73
1413,1,69,Yes,7,4,Female,48
1414,4,66,No,6,7,Male,50
1415,4,46,No,8,5,Male,30
1416,9,59,No,7,3,Male,51
1417,6,89,No,8,0,Male,76
1418,9,70,No,6,5,Female,66
1419,6,62,No,5,7,Male,50
1420,6,52,No,9,2,Female,40
1421,5,56,No,9,6,Female,42
1422,5,43,No,7,6,Female,29
1423,2,96,Yes,7,8,Female,77
1424,8,53,Yes,7,0,Male,45
1425,8,59,No,4,4,Female,49
1426,1,99,No,9,7,Female,74
1427,8,52,Yes,9,2,Male,45
1428,5,42,Yes,6,4,Female,27
1429,2,65,Yes,4,0,Male,44
1430,2,65,No,7,8,Male,42
1431,6,57,Yes,7,3,Female,43
1432,9,71,Yes,8,4,Male,68
1433,1,53,Yes,4,2,Male,29
1434,6,86,Yes,5,1,Male,73
1435,9,42,Yes,9,6,Male,39
1436,8,40,No,6,4,Male,30
1437,6,65,Yes,5,9,Female,53
1438,3,63,No,5,2,Male,38
1439,8,88,Yes,6,1,Female,82
1440,9,74,Yes,7,9,Female,72
1441,1,53,Yes,9,5,Female,24
1442,9,42,Yes,8,9,Female,44
1443,6,52,Yes,7,5,Female,45
1444,6,86,No,7,2,Female,75
1445,4,89,No,4,8,Female,75
1446,1,53,No,5,0,Female,26
1447,8,60,No,5,2,Female,49
1448,2,65,No,9,0,Male,42
1449,1,42,No,5,6,Male,14
1450,2,90,No,8,1,Female,64
1451,1,79,Yes,8,3,Female,54
1452,1,43,No,8,3,Female,16
1453,9,75,Yes,6,7,Male,73
1454,1,90,Yes,9,3,Female,67
1455,4,82,No,8,2,Female,69
1456,6,40,Yes,4,9,Male,28
1457,7,79,Yes,4,2,Male,67
1458,2,86,No,7,4,Female,62
1459,6,72,Yes,7,5,Female,60
1460,7,46,No,9,6,Male,43
1461,2,92,Yes,7,4,Female,70
1462,2,91,No,7,6,Male,70
1463,7,91,Yes,4,3,Female,84
1464,1,95,No,7,4,Male,72
1465,8,50,Yes,4,5,Male,44
1466,3,66,No,8,8,Male,46
1467,6,53,Yes,8,5,Female,41
1468,9,61,Yes,9,9,Female,58
1469,6,55,No,6,0,Male,44
1470,9,85,Yes,7,6,Female,89
1471,7,51,No,8,2,Female,45
1472,9,88,Yes,8,5,Male,87
1473,2,85,Yes,9,1,Female,61
1474,8,49,No,5,6,Male,41
1475,8,63,Yes,5,0,Male,57
1476,2,85,No,9,1,Female,62
1477,4,57,Yes,4,8,Male,39
1478,7,61,Yes,6,8,Male,54
1479,4,48,Yes,9,6,Male,33
1480,4,56,Yes,5,1,Male,42
1481,6,77,No,6,4,Female,70
1482,6,79,No,8,3,Female,67
1483,3,97,Yes,9,1,Female,80
1484,9,52,Yes,4,1,Male,44
1485,2,89,No,6,9,Male,69
1486,6,76,Yes,5,7,Male,66
1487,7,45,No,8,4,Female,35
1488,9,60,Yes,9,7,Male,61
1489,3,90,Yes,7,1,Female,68
1490,3,75,No,8,1,Female,55
1491,7,46,Yes,5,2,Male,36
1492,4,75,No,9,9,Male,56
1493,8,64,No,5,7,Male,58
1494,7,50,No,7,7,Male,40
1495,5,83,No,8,2,Female,68
1496,7,53,No,6,0,Female,43
1497,3,84,No,6,6,Female,61
1498,2,68,Yes,8,3,Female,45
1499,6,49,No,6,2,Female,36
1500,2,89,No,9,4,Male,67
1501,3,87,Yes,8,5,Female,67
1502,6,44,No,8,0,Female,29
1503,5,47,Yes,5,8,Male,31
1504,8,85,No,4,5,Male,74
1505,9,44,No,5,2,Female,37
1506,3,97,No,6,0,Male,79
1507,3,99,Yes,4,8,Male,76
1508,3,63,Yes,8,1,Male,45
1509,6,79,No,6,9,Male,65
1510,1,96,No,7,5,Female,72
1511,7,65,Yes,6,5,Male,62
1512,1,45,Yes,4,2,Female,19
1513,5,55,Yes,4,5,Male,39
1514,8,99,No,8,1,Male,93
1515,4,75,Yes,9,7,Male,62
1516,5,51,Yes,7,0,Male,37
1517,4,50,Yes,8,5,Female,34
